CONTAINER,CASES,QTY,SKUs,FFW,OCEAN/TL,40/45/53,PL,CARRIER,Live,SCHEDULED DATE,SCHEDULED TIME,ARRIVAL DATE,ARRIVAL TIME,TEAM SIZE,UNLOAD DATE,BLDG,UNLOAD START,UNLOAD FINISH,UNLOAD MINS,Unload for avs,Cases Per Person  Per Minute,RESTACK START,RESTACK FINISH,D2S START,D2S FINISH,DAMAGED PRODUCT,TOTAL PALLETS,DAMAGED PALLETS
OOLU9723060,1573,24235,15,SBA Global,Transload,53' Trailer,Yes,,,1/2/2018,12:00PM,1/2/2018,11:40AM,3,1/2/2018,,,,0,,,,,,,1,,0
OOLU9149672,636,31701,20,SBA Global,Transload,53' Trailer,Yes,,,1/2/2018,11:00AM,1/2/2018,9:48AM,5,1/2/2018,,,,0,,,,,,,0,,0
OOLU8496996,1090,19050,10,Fedex,Ocean,40' HQ Container,Yes,,,1/2/2018,7:00AM,1/2/2018,6:30AM,5,1/2/2018,,,,0,,,,,,,0,,0
OOLU6917355,548,28944,13,SBA Global,Transload,53' Trailer,No,,,1/2/2018,10:00AM,1/2/2018,9:45AM,5,1/2/2018,,,,0,,,,,,,0,,0
OOLU1052644,541,6492,1,SBA Global,Transload,53' Trailer,No,,,1/2/2018,9:00AM,1/2/2018,9:07AM,5,1/2/2018,,,,0,,,,,,,0,,0
OOLU9106897,818,35142,40,SBA Global,Transload,53' Trailer,Yes,,,1/2/2018,9:00AM,1/2/2018,9:07AM,5,1/2/2018,,,,0,,,,,,,0,,0
OOLU6842960,1696,23006,21,SBA Global,Transload,53' Trailer,No,,,1/3/2018,10:30AM,1/3/2018,10:30AM,5,1/3/2018,,,,0,,,,,,,0,,0
OOLU9962450,1222,35529,5,Fedex,Ocean,40' HQ Container,Yes,,,1/3/2018,8:00AM,1/3/2018,7:30AM,4,1/3/2018,,,,0,,,,,,,0,,0
OOLU9295569,1459,17508,1,SBA Global,Transload,53' Trailer,No,,,1/4/2018,10:00AM,1/4/2018,6:30AM,4,1/4/2018,,,,0,,,,,,,0,,0
OOLU9772234,419,33556,22,SBA Global,Transload,53' Trailer,No,,,1/4/2018,10:30AM,1/4/2018,10:00AM,4,1/4/2018,,,,0,,,,,,,0,,0
OOLU8368568,2000,16000,1,SBA Global,Transload,53' Trailer,No,,,1/4/2018,12:30PM,1/4/2018,10:00AM,5,1/4/2018,,,,0,,,,,,,0,,0
OOLU7709335,1232,23505,6,SBA Global,Transload,53' Trailer,No,,,1/4/2018,11:30AM,1/4/2018,10:00AM,3,1/4/2018,,,,0,,,,,,,0,,5
TCNU7135087,981,28152,6,SBA Global,Transload,53' Trailer,No,,,1/5/2018,11:00AM,1/5/2018,10:00AM,4,1/5/2018,,,,0,,,,,,,0,,0
CAIU9088592,1451,22974,3,SBA Global,Transload,53' Trailer,No,,,1/5/2018,9:00AM,1/5/2018,6:30AM,4,1/5/2018,,,,0,,,,,,,0,,0
OOCU6550957,1464,21172,7,SBA Global,Transload,53' Trailer,No,,,1/5/2018,10:00AM,1/5/2018,6:30AM,4,1/5/2018,,,,0,,,,,,,0,,0
TGHU9806674,2000,16000,1,SBA Global,Ocean,40' HQ Container,No,,,1/5/2018,8:00AM,1/5/2018,6:30AM,4,1/5/2018,,,,0,,,,,,,0,,0
OOLU8936631,1135,17025,4,SBA Global,Transload,53' Trailer,No,,,1/5/2018,12:30PM,1/5/2018,11:00AM,5,1/5/2018,,,,0,,,,,,,0,,0
TGBU5243523,479,30523,21,SBA Global,Transload,53' Trailer,Yes,,,1/8/2018,10:30AM,1/8/2018,10:00AM,4,1/8/2018,,,,0,,,,,,,0,,0
OOLU9737172,2524,30288,1,SBA Global,Ocean,40' HQ Container,No,,,1/8/2018,9:00AM,1/8/2018,7:00AM,4,1/8/2018,,,,0,,,,,,,0,,0
OOLU9666994,2030,24360,2,SBA Global,Ocean,40' HQ Container,No,,,1/8/2018,8:00AM,1/8/2018,7:50AM,5,1/8/2018,,,,0,,,,,,,0,,0
OOLU8550470,672,24192,2,SBA Global,Transload,53' Trailer,No,,,1/9/2018,10:00AM,1/9/2018,11:05AM,3,1/9/2018,,,,0,,,,,,,3,,0
OOLU9469779,1899,21466,9,SBA Global,Ocean,40' HQ Container,Yes,,,1/9/2018,8:30AM,1/9/2018,7:00AM,4,1/9/2018,,,,0,,,,,,,0,,0
OOCU6724730,2000,16000,1,SBA Global,Ocean,40' HQ Container,No,,,1/9/2018,7:00AM,1/9/2018,6:30AM,6,1/9/2018,,,,0,,,,,,,0,,0
OOLU8175403,1884,22608,1,SBA Global,Transload,53' Trailer,No,,,1/10/2018,10:00AM,1/10/2018,10:02AM,5,1/10/2018,,,,0,,,,,,,0,,0
MATU2548637,2000,16000,1,SBA Global,Ocean,40' HQ Container,No,,,1/10/2018,8:00AM,1/10/2018,7:50AM,5,1/10/2018,,,,0,,,,,,,0,,0
OOLU8584206,389,27084,13,SBA Global,Ocean,40' HQ Container,no,,,1/11/2018,2:00PM,1/11/2018,9:30AM,4,1/11/2018,,,,0,,,,,,,0,,0
TEMU7166555,637,31108,11,Fedex,Ocean,40' HQ Container,no,,,1/11/2018,7:00AM,1/11/2018,6:30AM,4,1/11/2018,,,,0,,,,,,,0,,0
TCLU6357668,1825,28731,18,SBA Global,Transload,53' Trailer,no,,,1/11/2018,9:30AM,1/11/2018,7:30AM,5,1/11/2018,,,,0,,,,,,,0,,0
OOLU8841768,755,31110,13,SBA Global,Transload,53' Trailer,no,,,1/11/2018,11:00AM,1/11/2018,7:45AM,5,1/11/2018,,,,0,,,,,,,0,,0
MATU2531378,2000,16000,1,SBA Global,Ocean,40' HQ Container,no,,,1/11/2018,1:00PM,1/11/2018,3:30PM,5,1/11/2018,,,,0,,,,,,,0,,0
OOLU9400031,2000,16000,1,SBA Global,Ocean,40' HQ Container,no,,,1/11/2018,8:30AM,1/11/2018,6:30AM,5,1/11/2018,,,,0,,,,,,,0,,0
OOLU7264661,1209,13960,3,SBA Global,Transload,53' Trailer,Yes,,,1/11/2018,3:00PM,1/11/2018,3:20PM,5,1/11/2018,,,,0,,,,,,,0,,0
OOLU9968206,755,27180,1,SBA Global,Transload,53' Trailer,No,,,1/12/2018,8:00AM,1/12/2018,7:05AM,5,1/12/2018,,,,0,,,,,,,0,,0
OOLU0692272,517,8218,5,SBA Global,Transload,53' Trailer,No,,,1/12/2018,10:30AM,1/12/2018,9:30AM,5,1/12/2018,,,,0,,,,,,,0,,0
OOCU6522678,1689,34673,34,SBA Global,Transload,53' Trailer,Yes,,,1/12/2018,10:30AM,1/12/2018,9:30AM,6,1/12/2018,,,,0,,,,,,,0,,0
TCNU6046597,1213,31639,9,Fedex,Ocean,40' HQ Container,Yes,,,1/12/2018,9:00AM,1/12/2018,8:30AM,5,1/12/2018,,,,0,,,,,,,0,,0
OOLU9642919,530,32588,9,SBA Global,Transload,53' Trailer,No,,,1/15/2018,9:00AM,1/15/2018,9:53AM,4,1/15/2018,,,,0,,,,,,,0,,0
OOLU8540358,341,29610,6,SBA Global,Ocean,40' HQ Container,No,,,1/15/2018,8:00AM,1/15/2018,8:40AM,4,1/15/2018,,,,0,,,,,,,0,,0
GESU6261813,1627,19524,3,SBA Global,Ocean,40' HQ Container,No,,,1/16/2018,7:00AM,1/16/2018,8:10AM,3,1/16/2018,,,,0,,,,,,,0,,0
OOLU6769140,1589,19068,2,SBA Global,Ocean,40' HQ Container,No,,,1/16/2018,12:00PM,1/16/2018,12:00PM,3,1/16/2018,,,,0,,,,,,,0,,0
OOCU6944267,1784,26912,12,SBA Global,Ocean,40' HQ Container,Yes,,,1/17/2018,9:00AM,1/17/2018,8:30AM,5,1/17/2018,,,,0,,,,,,,0,,0
OOCU7081670,792,26346,8,SBA Global,Ocean,40' HQ Container,No,,,1/17/2018,8:00AM,1/17/2018,7:00AM,5,1/17/2018,,,,0,,,,,,,0,,0
OOLU8841644,453,30960,18,SBA Global,Ocean,40' HQ Container,No,,,1/18/2018,8:00AM,1/18/2018,7:35AM,5,1/18/2018,,,,0,,,,,,,0,,0
OOLU7842625,1303,18189,13,SBA Global,Transload,53' Trailer,No,,,1/18/2018,10:00AM,1/18/2018,10:10AM,5,1/18/2018,,,,0,,,,,,,0,,0
TCNU7527494,1987,19606,14,SBA Global,Ocean,40' HQ Container,No,,,1/18/2018,7:00AM,1/18/2018,7:00AM,5,1/18/2018,,,,0,,,,,,,0,,0
OOLU8239998,1776,21312,1,Fedex,Ocean,40' HQ Container,No,,,1/18/2018,8:00AM,1/18/2018,7:00AM,5,1/18/2018,,,,0,,,,,,,0,,0
BMOU5974268,375,30222,7,SBA Global,Transload,53' Trailer,No,,,1/19/2018,7:00AM,1/19/2018,7:23AM,5,1/19/2018,,,,0,,,,,,,0,,0
TGHU6490833,1350,23512,12,Fedex,Ocean,40' HQ Container,No,,,1/19/2018,1:00PM,1/19/2018,12:20PM,3,1/19/2018,,,,0,,,,,,,0,,0
FSCU8310357,564,30853,23,Fedex,Ocean,40' HQ Container,Yes,,,1/19/2018,8:00AM,1/19/2018,6:30AM,5,1/19/2018,,,,0,,,,,,,0,,0
OOLU4530496,1250,15000,1,Fedex,Ocean,40' HQ Container,No,,,1/19/2018,9:00AM,1/19/2018,6:30AM,5,1/19/2018,,,,0,,,,,,,0,,0
YMMU4016928,1579,23935,15,SBA Global,Transload,53' Trailer,No,,,1/22/2018,10:00AM,1/22/2018,10:16AM,6,1/22/2018,,,,0,,,,,,,0,,2
YMLU8526947,1937,19430,4,SBA Global,Ocean,40' HQ Container,No,,,1/22/2018,11:00AM,1/22/2018,10:23AM,4,1/22/2018,,,,0,,,,,,,0,,0
YMLU8548632,364,32580,13,SBA Global,Transload,53' Trailer,No,,,1/23/2018,8:30AM,1/23/2018,6:30AM,3,1/23/2018,,,,0,,,,,,,0,,1
MAGU5673591,1975,23700,1,SBA Global,Transload,53' Trailer,No,,,1/23/2018,7:00AM,1/23/2018,9:18AM,5,1/23/2018,,,,0,,,,,,,0,,0
OOLU6884483,1340,16080,2,SBA Global,Ocean,40' HQ Container,No,,,1/23/2018,11:00AM,1/23/2018,8:17AM,5,1/23/2018,,,,0,,,,,,,0,,0
YMLU8517375,372,23880,9,SBA Global,Transload,53' Trailer,No,,,1/24/2018,9:30AM,1/24/2018,9:37AM,5,1/24/2018,,,,0,,,,,,,0,,0
TGBU5173283,646,30492,8,SBA Global,Transload,53' Trailer,No,,,1/24/2018,8:30AM,1/24/2018,10:57AM,5,1/24/2018,,,,0,,,,,,,0,,0
OOLU9796616,1480,17760,2,SBA Global,Ocean,40' HQ Container,No,,,1/24/2018,7:00AM,1/24/2018,7:00AM,5,1/24/2018,,,,0,,,,,,,0,,0
OOLU7729033,1180,14160,2,SBA Global,Transload,53' Trailer,No,,,1/24/2018,11:30AM,1/24/2018,10:50AM,5,1/24/2018,,,,0,,,,,,,0,,0
TCNU3521435,1428,18336,12,SBA Global,Ocean,40' HQ Container,No,,,1/24/2018,7:00AM,1/24/2018,8:30AM,5,1/24/2018,,,,0,,,,,,,0,,0
TCNU6413291,1543,26388,19,SBA Global,Transload,53' Trailer,No,,,1/26/2018,8:00AM,1/26/2018,8:39AM,5,1/26/2018,,,,0,,,,,,,0,,0
OOLU8781078,1924,24032,8,Fedex,Ocean,40' HQ Container,No,,,1/29/2018,7:00AM,1/29/2018,7:00AM,5,1/29/2018,,,,0,,,,,,,0,,0
OOLU6850436,803,29016,8,Fedex,Ocean,40' HQ Container,Yes,,,1/29/2018,7:00AM,1/29/2018,6:30AM,4,1/29/2018,,,,0,,,,,,,0,,0
TCNU3391440,2000,16000,1,SBA Global,Ocean,40' HQ Container,No,,,1/29/2018,9:00AM,1/29/2018,7:00AM,5,1/29/2018,,,,0,,,,,,,0,,0
TCNU7445035,1169,34861,40,Fedex,Ocean,40' HQ Container,Yes,,,1/29/2018,9:30AM,1/29/2018,6:30AM,5,1/29/2018,,,,0,,,,,,,0,,0
OOLU9720713,1070,23808,8,Fedex,Ocean,40' HQ Container,No,,,1/29/2018,8:00AM,1/29/2018,6:30AM,6,1/29/2018,,,,0,,,,,,,1,,0
TEMU6069611,1420,17040,2,SBA Global,Transload,53' Trailer,No,,,1/30/2018,8:00AM,1/30/2018,7:20AM,5,1/30/2018,,,,0,,,,,,,1,,0
BEAU4298694,808,30173,4,SBA Global,Transload,53' Trailer,No,,,1/30/2018,9:00AM,1/30/2018,9:00AM,4,1/30/2018,,,,0,,,,,,,0,,0
TCNU3895950,1795,30204,14,SBA Global,Ocean,40' HQ Container,No,,,1/30/2018,8:00AM,1/30/2018,7:42AM,4,1/30/2018,,,,0,,,,,,,0,,0
SEGU5795228,1858,25620,7,SBA Global,Ocean,40' HQ Container,No,,,1/31/2018,8:00AM,1/31/2018,7:00AM,3,1/31/2018,,,,0,,,,,,,0,,0
MAGU5797503,822,29922,12,SBA Global,Transload,53' Trailer,No,,,1/31/2018,10:00AM,1/31/2018,10:03AM,5,1/31/2018,,,,0,,,,,,,0,,0
TCNU3523335,564,29934,10,SBA Global,Transload,53' Trailer,No,,,1/31/2018,8:00AM,1/31/2018,7:00AM,5,1/31/2018,,,,0,,,,,,,0,,0
TCNU3949341,1401,19990,5,SBA Global,Transload,53' Trailer,No,,,1/31/2018,11:00AM,1/31/2018,9:30AM,3,1/31/2018,,,,0,,,,,,,0,,0
OOLU6841326,1061,28488,4,Fedex,Ocean,40' HQ Container,No,,,1/31/2018,9:00AM,1/31/2018,8:20AM,5,1/31/2018,,,,0,,,,,,,0,,0
OOLU8920208,793,28436,8,Fedex,Ocean,40' HQ Container,No,,,2/1/2018,8:00AM,2/1/2018,7:00AM,5,2/1/2018,,,,0,,,,,,,0,,0
TCNU3061730,399,32580,3,SBA Global,Transload,53' Trailer,No,,,2/1/2018,10:00AM,2/1/2018,7:36AM,5,2/1/2018,,,,0,,,,,,,0,,0
TGBU5556111,1453,17436,2,SBA Global,Ocean,40' HQ Container,No,,,2/1/2018,8:00AM,2/1/2018,7:00AM,4,2/1/2018,,,,0,,,,,,,0,,0
BEAU4315596,1740,26667,14,SBA Global,Ocean,40' HQ Container,No,,,2/2/2018,8:00AM,2/2/2018,7:19AM,5,2/2/2018,,,,0,,,,,,,0,,0
TGHU9644573,538,26390,7,Fedex,Ocean,40' HQ Container,No,,,2/2/2018,7:00AM,2/2/2018,7:00AM,4,2/2/2018,,,,0,,,,,,,0,,0
BEAU4511921,574,22599,10,SBA Global,Transload,53' Trailer,No,,,2/2/2018,10:00AM,2/2/2018,9:28AM,5,2/2/2018,,,,0,,,,,,,0,,0
OOLU6837917,503,30501,22,Fedex,Ocean,40' HQ Container,Yes,,,2/2/2018,9:00AM,2/2/2018,10:15AM,5,2/2/2018,,,,0,,,,,,,0,,0
YMLU8481020,1466,18246,8,SBA Global,Transload,53' Trailer,Yes,,,2/2/2018,11:00AM,2/2/2018,7:55AM,5,2/2/2018,,,,0,,,,,,,0,,0
CSLU6170286,1586,19032,2,SBA Global,Transload,53' Trailer,No,,,2/5/2018,8:00AM,2/5/2018,7:37AM,5,2/5/2018,,,,0,,,,,,,0,,0
CCLU7277405,1514,18168,2,SBA Global,Transload,53' Trailer,No,,,2/5/2018,9:30AM,2/5/2018,9:20AM,5,2/5/2018,,,,0,,,,,,,0,,0
YMMU4133307,1127,13524,2,SBA Global,Transload,53' Trailer,No,,,2/5/2018,7:00AM,2/5/2018,8:30AM,5,2/5/2018,,,,0,,,,,,,0,,0
SEGU5305444,662,25758,6,SBA Global,Transload,53' Trailer,No,,,2/6/2018,9:00AM,2/6/2018,8:10AM,5,2/6/2018,,,,0,,,,,,,0,,0
MAGU5552840,1885,23233,9,SBA Global,Ocean,40' HQ Container,Yes,,,2/6/2018,8:00AM,2/6/2018,7:20AM,4,2/6/2018,,,,0,,,,,,,0,,0
DFSU7123994,1256,21172,8,Fedex,Ocean,40' HQ Container,No,,,2/7/2018,9:00AM,2/7/2018,6:30AM,5,2/7/2018,,,,0,,,,,,,0,,0
BEAU4480501,1808,23436,6,SBA Global,Ocean,40' HQ Container,No,,,2/7/2018,7:00AM,2/7/2018,7:00AM,4,2/7/2018,,,,0,,,,,,,0,,0
MAGU5554334,896,33120,3,SBA Global,Transload,53' Trailer,No,,,2/7/2018,11:00AM,2/7/2018,9:50AM,5,2/7/2018,,,,0,,,,,,,0,,0
YMLU8392344,1778,26308,21,SBA Global,Ocean,40' HQ Container,Yes,,,2/7/2018,8:00AM,2/7/2018,6:30AM,4,2/7/2018,,,,0,,,,,,,0,,0
TEMU8590280,620,29986,17,SBA Global,Transload,53' Trailer,Yes,,,2/7/2018,10:00AM,2/7/2018,9:50AM,5,2/7/2018,,,,0,,,,,,,0,,0
YMMU6168766,336,30240,10,SBA Global,Transload,53' Trailer,No,,,2/8/2018,10:00AM,2/8/2018,11:43AM,5,2/8/2018,,,,0,,,,,,,0,,0
YMLU8755244,1676,28065,8,SBA Global,Ocean,40' HQ Container,No,,,2/8/2018,8:00AM,2/8/2018,6:30AM,5,2/8/2018,,,,0,,,,,,,0,,0
TCNU5590836,493,38887,35,Fedex,Ocean,40' HQ Container,Yes,,,2/8/2018,8:00AM,2/8/2018,6:30AM,5,2/8/2018,,,,0,,,,,,,0,,0
OOLU9479020,637,28076,9,Fedex,Ocean,40' HQ Container,No,,,2/8/2018,11:00AM,2/8/2018,10:02AM,5,2/8/2018,,,,0,,,,,,,0,,0
OOLU9575636,603,23758,6,Fedex,Ocean,40' HQ Container,No,,,2/8/2018,7:00AM,2/8/2018,6:30AM,4,2/8/2018,,,,0,,,,,,,0,,0
YMLU8983250,397,26832,14,SBA Global,Transload,53' Trailer,No,,,2/9/2018,11:00AM,2/9/2018,10:28AM,5,2/9/2018,,,,0,,,,,,,0,,0
BMOU5737203,2020,29802,8,SBA Global,Ocean,40' HQ Container,No,,,2/9/2018,8:00AM,2/9/2018,6:30AM,4,2/9/2018,,,,0,,,,,,,0,,0
TCNU2012069,702,27000,5,SBA Global,Transload,53' Trailer,No,,,2/9/2018,9:30AM,2/9/2018,10:36AM,5,2/9/2018,,,,0,,,,,,,0,,0
YMLU5709585,1602,19224,3,SBA Global,Transload,53' Trailer,No,,,2/12/2018,9:00AM,2/12/2018,9:35AM,3,2/12/2018,,,,0,,,,,,,0,,0
FSCU8257226,1789,25804,7,SBA Global,Ocean,40' HQ Container,No,,,2/12/2018,7:00AM,2/12/2018,7:00AM,4,2/12/2018,,,,0,,,,,,,0,,0
FSCU9665217,414,33571,5,SBA Global,Transload,53' Trailer,Yes,,,2/12/2018,8:00AM,2/12/2018,7:45AM,5,2/12/2018,,,,0,,,,,,,0,,0
OOCU7338599,358,32220,21,SBA Global,Transload,53' Trailer,No,,,2/13/2018,10:00AM,2/13/2018,6:30AM,4,2/13/2018,,,,0,,,,,,,0,,0
OOCU7491231,750,27000,1,SBA Global,Transload,53' Trailer,No,,,2/13/2018,8:00AM,2/13/2018,7:30AM,4,2/13/2018,,,,0,,,,,,,0,,0
OOLU8997637,1648,28440,17,SBA Global,Ocean,40' HQ Container,No,,,2/13/2018,7:00AM,2/13/2018,7:00AM,3,2/13/2018,,,,0,,,,,,,0,,0
OOCU7490739,433,32418,5,SBA Global,Transload,53' Trailer,No,,,2/13/2018,9:00AM,2/13/2018,8:45AM,4,2/13/2018,,,,0,,,,,,,0,,0
CBHU8238445,1268,19040,6,SBA Global,Transload,53' Trailer,No,,,2/14/2018,8:30AM,2/14/2018,10:20AM,4,2/14/2018,,,,0,,,,,,,0,,0
TCNU7384840,1617,16416,2,SBA Global,Transload,53' Trailer,No,,,2/14/2018,7:00AM,2/14/2018,7:00AM,4,2/14/2018,,,,0,,,,,,,0,,0
OOCU7339379,782,31380,4,SBA Global,Transload,53' Trailer,No,,,2/14/2018,10:00AM,2/14/2018,10:00AM,4,2/14/2018,,,,0,,,,,,,0,,0
TGHU8586847,1111,30915,21,SBA Global,Transload,53' Trailer,Yes,,,2/15/2018,10:00AM,2/15/2018,7:45AM,5,2/15/2018,,,,0,,,,,,,0,,0
OOCU7340195,1924,30960,4,SBA Global,Ocean,40' HQ Container,No,,,2/15/2018,8:00AM,2/15/2018,8:27AM,4,2/15/2018,,,,0,,,,,,,0,,0
OOCU7368802,1247,28860,7,SBA Global,Ocean,40' HQ Container,No,,,2/16/2018,10:00AM,2/16/2018,11:11AM,5,2/16/2018,,,,0,,,,,,,0,,0
OOLU9031442,1593,27513,5,SBA Global,Ocean,45' HQ Container,No,,,2/16/2018,8:00AM,2/16/2018,7:00AM,4,2/16/2018,,,,0,,,,,,,0,,0
UACU6005028,675,28250,12,SBA Global,Transload,53' Trailer,No,,,2/16/2018,9:30AM,2/16/2018,9:12AM,5,2/16/2018,,,,0,,,,,,,0,,0
OOLU9065376,446,32850,10,SBA Global,Ocean,40' HQ Container,No,,,2/19/2018,8:00AM,2/19/2018,6:30AM,3,2/19/2018,,,,0,,,,,,,0,,0
OOCU7332414,785,27630,4,SBA Global,Transload,53' Trailer,No,,,2/19/2018,9:00AM,2/19/2018,10:45AM,5,2/19/2018,,,,0,,,,,,,1,,0
OOCU7368546,1775,28224,15,SBA Global,Transload,53' Trailer,No,,,2/19/2018,7:00AM,2/19/2018,12:52PM,5,2/19/2018,,,,0,,,,,,,0,,0
OOLU8497842,1935,23220,1,SBA Global,Ocean,40' HQ Container,No,,,2/20/2018,7:00AM,2/20/2018,12:15PM,3,2/20/2018,,,,0,,,,,,,0,,0
OOLU5377252,1513,31872,7,SBA Global,Ocean,45' HQ Container,No,,,2/20/2018,12:00PM,2/20/2018,10:40AM,4,2/20/2018,,,,0,,,,,,,0,,0
OOLU9294407,787,14916,4,SBA Global,Transload,53' Trailer,No,,,2/20/2018,9:00AM,2/20/2018,9:12AM,5,2/20/2018,,,,0,,,,,,,0,,0
OOLU6916030,395,29934,4,SBA Global,Transload,53' Trailer,No,,,2/21/2018,9:00AM,2/21/2018,9:37AM,5,2/21/2018,,,,0,,,,,,,0,,0
TGHU9745250,321,34612,30,SBA Global,Transload,53' Trailer,Yes,,,2/21/2018,8:00AM,2/21/2018,10:52AM,5,2/21/2018,,,,0,,,,,,,0,,0
OOLU6821865,1110,18774,5,SBA Global,Transload,53' Trailer,No,,,2/22/2018,7:00AM,2/22/2018,6:30AM,4,2/22/2018,,,,0,,,,,,,0,,0
TCNU5941289,855,29856,5,SBA Global,Transload,53' Trailer,No,,,2/22/2018,9:30AM,2/22/2018,9:30AM,4,2/22/2018,,,,0,,,,,,,0,,0
OOLU8746190,1935,23220,1,SBA Global,Ocean,40' HQ Container,No,,,2/22/2018,7:00AM,2/22/2018,6:30AM,4,2/22/2018,,,,0,,,,,,,0,,0
OOLU8665329,1935,23220,1,SBA Global,Ocean,40' HQ Container,No,,,2/22/2018,8:00AM,2/22/2018,8:20AM,5,2/22/2018,,,,0,,,,,,,0,,0
TCNU9046266,1730,21712,3,Fedex,Ocean,40' HQ Container,Yes,,,2/22/2018,8:00AM,2/22/2018,7:50AM,4,2/22/2018,,,,0,,,,,,,0,,0
OOCU6820693,1741,28704,11,Fedex,Ocean,40' HQ Container,No,,,2/23/2018,8:00AM,2/23/2018,8:10AM,5,2/23/2018,,,,0,,,,,,,0,,0
OOLU9029738,3020,33248,5,SBA Global,Transload,53' Trailer,Yes,,,2/23/2018,7:00AM,2/23/2018,6:30AM,5,2/23/2018,,,,0,,,,,,,0,,0
OOLU5379620,818,35602,14,SBA Global,Transload,53' Trailer,Yes,,,2/23/2018,11:00AM,2/23/2018,10:35AM,6,2/23/2018,,,,0,,,,,,,0,,0
OOLU9527936,1476,25886,12,SBA Global,Ocean,40' HQ Container,No,,,2/26/2018,8:00AM,2/26/2018,6:30AM,5,2/26/2018,,,,0,,,,,,,0,,0
OOLU9045791,1762,29625,14,SBA Global,Ocean,45' HQ Container,No,,,2/26/2018,9:00AM,2/26/2018,7:00AM,6,2/26/2018,,,,0,,,,,,,0,,0
OOLU9128561,1935,23220,1,SBA Global,Ocean,40' HQ Container,No,,,2/26/2018,9:00AM,2/26/2018,8:00AM,5,2/26/2018,,,,0,,,,,,,0,,0
OOLU9442443,1556,29530,13,SBA Global,Ocean,40' HQ Container,No,,,2/27/2018,8:00AM,2/27/2018,7:00AM,4,2/27/2018,,,,0,,,,,,,0,,0
OOCU7363164,1174,14088,1,SBA Global,Transload,53' Trailer,No,,,2/27/2018,12:00PM,2/27/2018,10:30AM,2,2/27/2018,,,,0,,,,,,,0,,0
OOLU6823940,1935,23220,1,SBA Global,Ocean,40' HQ Container,No,,,2/27/2018,7:00AM,2/27/2018,9:42AM,3,2/27/2018,,,,0,,,,,,,0,,0
OOLU9658730,1935,23220,1,Fedex,Ocean,40' HQ Container,No,,,2/27/2018,8:00AM,2/27/2018,7:45AM,4,2/27/2018,,,,0,,,,,,,0,,0
OOLU9909306,1833,23976,5,SBA Global,Ocean,40' HQ Container,No,,,2/28/2018,7:00AM,2/28/2018,7:00AM,3,2/28/2018,,,,0,,,,,,,0,,0
 OOLU8266503,120,10084,17,SBA Global,Transload,53' Trailer,Yes,,,2/28/2018,7:00AM,2/28/2018,6:30AM,5,2/28/2018,,,,0,,,,,,,0,,0
OOLU9404968,1734,20808,1,Fedex,Ocean,40' HQ Container,No,,,2/28/2018,8:00AM,2/28/2018,8:00AM,5,2/28/2018,,,,0,,,,,,,0,,0
OOCU6874051,703,22568,7,SBA Global,Transload,53' Trailer,Yes,,,2/28/2018,7:00AM,2/28/2018,7:00AM,5,2/28/2018,,,,0,,,,,,,0,,0
OOLU8720909,889,31722,2,SBA Global,Ocean,40' HQ Container,No,,,3/1/2018,8:00AM,3/1/2018,8:00AM,4,3/1/2018,,,,0,,,,,,,0,,0
OOLU9823706,533,19154,8,SBA Global,Ocean,40' HQ Container,No,,,3/1/2018,7:00AM,3/1/2018,8:00AM,4,3/1/2018,,,,0,,,,,,,0,,0
FSCU8025880,1588,23820,6,SBA Global,Ocean,40' HQ Container,No,,,3/2/2018,8:00AM,3/2/2018,7:00AM,4,3/2/2018,,,,0,,,,,,,0,,0
OOLU8734271,2912,30944,3,Fedex,Ocean,40' HQ Container,No,,,3/2/2018,8:00AM,3/2/2018,7:00AM,4,3/2/2018,,,,0,,,,,,,0,,0
DRYU9409836,2063,20630,2,SBA Global,Ocean,40' HQ Container,No,,,3/2/2018,11:00AM,3/2/2018,7:00AM,4,3/2/2018,,,,0,,,,,,,0,,0
TCLU8960290,2500,20000,1,SBA Global,Ocean,40' HQ Container,No,,,3/6/2018,8:00AM,3/6/2018,7:00AM,5,3/6/2018,,,,0,,,,,,,0,,0
OOLU7688649,552,16080,2,Fedex,Ocean,40' HQ Container,No,,,3/6/2018,8:00AM,3/6/2018,7:00AM,4,3/6/2018,,,,0,,,,,,,0,,0
OOLU9920033,1546,31874,22,Fedex,Ocean,40' HQ Container,Yes,,,3/7/2018,8:00AM,3/7/2018,6:30AM,5,3/7/2018,,,,0,,,,,,,0,,0
TGBU5311335,833,27696,11,Fedex,Ocean,40' HQ Container,Yes,,,3/7/2018,9:00AM,3/7/2018,8:16AM,5,3/7/2018,,,,0,,,,,,,0,,0
TCNU5289648,480,46165,4,Fedex,Ocean,40' HQ Container,Yes,,,3/8/2018,7:30AM,3/8/2018,6:30AM,4,3/8/2018,,,,0,,,,,,,0,,0
SEGU4022141,1734,20808,1,Fedex,Ocean,40' HQ Container,No,,,3/8/2018,10:00AM,3/8/2018,8:00AM,4,3/8/2018,,,,0,,,,,,,0,,0
TGHU5084932,1527,20520,7,SBA Global,Ocean,40' HQ Container,No,,,3/8/2018,8:00AM,3/8/2018,7:30AM,4,3/8/2018,,,,0,,,,,,,0,,0
