CONTAINER,CASES,QTY,SKUs,FFW,OCEAN/TL,40/45/53,PL,CARRIER,Live,SCHEDULED DATE,SCHEDULED TIME,ARRIVAL DATE,ARRIVAL TIME,TEAM SIZE,UNLOAD DATE,BLDG,UNLOAD START,UNLOAD FINISH,UNLOAD MINS,Unload for avs,Cases Per Person  Per Minute,RESTACK START,RESTACK FINISH,D2S START,D2S FINISH,DAMAGED PRODUCT,TOTAL PALLETS,DAMAGED PALLETS
MRKU4763977,1785,32319,7,Cargo Partner,Ocean,40' HQ Container,No,,,4/19/2019,9:00AM,4/19/2019,9:00AM,3,4/19/2019,,,,0,,,,,,,0,,0
OOLU6767466,1904,20769,12,SBA Global,Ocean,40' HQ Container,No,,,4/19/2019,11:00AM,4/19/2019,11:50AM,3,4/19/2019,,,,0,,,,,,,0,,0
OOLU8842384,862,25502,11,SBA Global,Transload,53' Trailer,Yes,,,4/19/2019,1:00PM,4/19/2019,12:50PM,3,4/19/2019,,,,0,,,,,,,0,,0
MRKU6218117,1460,26676,4,Cargo Partner,Ocean,40' HQ Container,No,,,4/22/2019,10:00AM,4/22/2019,9:45AM,3,4/22/2019,,,,0,,,,,,,0,,0
OOCU6510574,576,46080,1,SBA Global,Transload,53' Trailer,Yes,,,4/22/2019,7:00AM,4/22/2019,7:00AM,3,4/22/2019,,,,0,,,,,,,0,,0
OOCU6799810,889,31765,12,SBA Global,Transload,53' Trailer,Yes,,,4/23/2019,7:00AM,4/23/2019,7:00AM,3,4/23/2019,,,,0,,,,,,,0,,0
OOLU8882577,1104,16560,11,SBA Global,Transload,53' Trailer,No,,,4/24/2019,7:00AM,4/24/2019,7:00AM,3,4/24/2019,,,,0,,,,,,,0,,0
MRKU4920192,1676,28816,7,Cargo Partner,Ocean,40' HQ Container,No,,,4/25/2019,12:30PM,4/25/2019,11:45AM,3,4/25/2019,,,,0,,,,,,,0,,0
MRKU5903440,2041,32106,5,Cargo Partner,Ocean,40' HQ Container,No,,,4/25/2019,8:00AM,4/25/2019,8:05AM,3,4/25/2019,,,,0,,,,,,,0,,0
OOCU7921760,484,38679,26,SBA Global,Transload,53' Trailer,Yes,,,4/25/2019,9:00AM,4/25/2019,11:30AM,4,4/25/2019,,,,0,,,,,,,0,,0
BSIU9010542,1048,20005,4,Cargo Partner,Ocean,40' HQ Container,No,,,4/25/2019,7:00AM,4/25/2019,6:54AM,3,4/25/2019,,,,0,,,,,,,0,,0
OOLU9235847,1459,18212,9,SBA Global,Ocean,40' HQ Container,Yes,,,4/26/2019,8:00AM,4/26/2019,8:00AM,3,4/26/2019,,,,0,,,,,,,0,,0
OOLU9561817,1510,37719,8,SBA Global,Ocean,40' HQ Container,Yes,,,4/26/2019,12:00PM,4/26/2019,9:30AM,3,4/26/2019,,,,0,,,,,,,0,,0
MRKU2918555,2259,33885,3,Cargo Partner,Ocean,40' HQ Container,No,,,4/29/2019,7:00AM,4/29/2019,7:00AM,3,4/29/2019,,,,0,,,,,,,0,,0
OOLU9072502,2739,37645,4,SBA Global,Ocean,45' HQ Container,No,,,4/29/2019,10:00AM,4/29/2019,7:00AM,3,4/29/2019,,,,0,,,,,,,0,,0
OOLU9208420,582,46560,1,SBA Global,Transload,53' Trailer,Yes,,,4/29/2019,8:30AM,4/29/2019,7:00AM,3,4/29/2019,,,,0,,,,,,,0,,0
MSKU1889285,2259,33885,7,Cargo Partner,Ocean,40' HQ Container,No,,,4/30/2019,7:00AM,4/30/2019,6:50AM,2,4/30/2019,,,,0,,,,,,,0,,0
OOLU8126820,2223,34668,17,SBA Global,Ocean,40' HQ Container,No,,,4/30/2019,8:30AM,4/30/2019,8:30AM,3,4/30/2019,,,,0,,,,,,,0,,0
OOCU7136469,689,28068,2,SBA Global,Transload,53' Trailer,No,,,5/1/2019,7:00AM,5/1/2019,7:00AM,3,5/1/2019,,,,0,,,,,,,0,,0
TCNU2156050,1642,30645,7,SBA Global,Ocean,40' HQ Container,No,,,5/1/2019,8:00AM,5/1/2019,8:00AM,3,5/1/2019,,,,0,,,,,,,0,,0
OOLU9716293,1109,29937,24,SBA Global,Ocean,40' HQ Container,Yes,,,5/2/2019,7:00AM,5/2/2019,7:00AM,3,5/2/2019,,,,0,,,,,,,0,,0
OOCU7543417,2129,31206,4,SBA Global,Ocean,40' HQ Container,No,,,5/3/2019,7:00AM,5/3/2019,7:00AM,3,5/3/2019,,,,0,,,,,,,0,,0
OOCU7301440,2259,33885,3,SBA Global,Ocean,40' HQ Container,No,,,5/3/2019,11:00AM,5/3/2019,12:00PM,3,5/3/2019,,,,0,,,,,,,0,,0
OOLU8677994,1380,27537,15,SBA Global,Transload,53' Trailer,No,,,5/6/2019,8:00AM,5/6/2019,8:00AM,3,5/6/2019,,,,0,,,,,,,0,,0
OOCU7100759,1576,37057,27,SBA Global,Transload,53' Trailer,Yes,,,5/6/2019,9:00AM,5/6/2019,9:00AM,3,5/6/2019,,,,0,,,,,,,0,,0
TRHU3075580,1125,9000,3,SBA Global,Transload,53' Trailer,No,,,5/6/2019,8:00AM,5/6/2019,8:00AM,3,5/6/2019,,,,0,,,,,,,0,,0
OOCU8019805,652,23472,1,SBA Global,Transload,53' Trailer,No,,,5/7/2019,7:00AM,5/7/2019,7:00AM,3,5/7/2019,,,,0,,,,,,,0,,0
OOCU7171710,1136,28876,4,SBA Global,Transload,53' Trailer,Yes,,,5/8/2019,10:00AM,5/8/2019,9:00AM,3,5/8/2019,,,,0,,,,,,,0,,0
OOCU7052558,1598,28767,9,SBA Global,Ocean,40' HQ Container,No,,,5/8/2019,10:00AM,5/8/2019,7:00AM,4,5/8/2019,,,,0,,,,,,,0,,0
OOLU9564354,2480,38124,6,SBA Global,Ocean,40' HQ Container,No,,,5/8/2019,8:30AM,5/8/2019,8:30AM,4,5/8/2019,,,,0,,,,,,,0,,0
MSKU9942827,1752,27885,6,Cargo Partner,Ocean,40' HQ Container,No,,,5/8/2019,11:00AM,5/8/2019,7:00AM,4,5/8/2019,,,,0,,,,,,,0,,0
MSKU9980175,2445,36675,7,Cargo Partner,Ocean,40' HQ Container,No,,,5/8/2019,7:00AM,5/8/2019,7:00AM,5,5/8/2019,,,,0,,,,,,,0,,0
OOCU6887038,1704,31118,5,SBA Global,Ocean,40' HQ Container,No,,,5/9/2019,7:00AM,5/9/2019,7:00AM,3,5/9/2019,,,,0,,,,,,,0,,0
OOLU9631220,1142,19310,21,SBA Global,Transload,53' Trailer,Yes,,,5/10/2019,10:30AM,5/10/2019,10:40AM,5,5/10/2019,,,,0,,,,,,,0,,1
TGHU6853950,2415,29628,3,SBA Global,Ocean,40' HQ Container,No,,,5/13/2019,8:30AM,5/13/2019,7:35AM,3,5/13/2019,,,,0,,,,,,,0,,0
OOLU8574661,1835,34812,4,SBA Global,Ocean,40' HQ Container,No,,,5/13/2019,10:00AM,5/13/2019,9:55AM,5,5/13/2019,,,,0,,,,,,,0,,0
OOLU9671563,652,23472,1,SBA Global,Transload,53' Trailer,No,,,5/13/2019,9:30AM,5/13/2019,8:00AM,2,5/13/2019,,,,0,,,,,,,0,,0
OOLU6863752,411,32677,17,SBA Global,Transload,53' Trailer,Yes,,,5/13/2019,7:00AM,5/13/2019,7:00AM,2,5/13/2019,,,,0,,,,,,,5,,1
OOLU8784396,1305,23016,4,SBA Global,Ocean,40' HQ Container,No,,,5/14/2019,7:00AM,5/14/2019,6:50AM,4,5/14/2019,,,,0,,,,,,,0,,0
CBHU8579631,872,25848,3,SBA Global,Transload,53' Trailer,No,,,5/15/2019,8:00AM,5/15/2019,7:00AM,4,5/15/2019,,,,0,,,,,,,0,,0
OOCU7190897,1733,25233,7,SBA Global,Ocean,40' HQ Container,No,,,5/15/2019,9:00AM,5/15/2019,7:00AM,4,5/15/2019,,,,0,,,,,,,0,,0
TGHU8495768,1998,25092,4,SBA Global,Transload,53' Trailer,No,,,5/15/2019,7:00AM,5/15/2019,7:00AM,4,5/15/2019,,,,0,,,,,,,0,,0
OOLU9642098,2173,27460,16,SBA Global,Transload,53' Trailer,Yes,,,5/16/2019,7:00AM,5/16/2019,7:00AM,4,5/16/2019,,,,0,,,,,,,0,,0
PCIU9035420,2408,37569,33,SBA Global,Transload,53' Trailer,No,,,5/17/2019,7:00AM,5/17/2019,7:00AM,4,5/17/2019,,,,0,,,,,,,0,,0
OOLU8592665,2057,34914,12,SBA Global,Ocean,40' HQ Container,No,,,5/17/2019,9:00AM,5/17/2019,7:00AM,4,5/17/2019,,,,0,,,,,,,0,,0
OOCU6825490,2236,33402,2,SBA Global,Ocean,40' HQ Container,No,,,5/21/2019,3:00PM,5/21/2019,3:00PM,3,5/21/2019,,,,0,,,,,,,0,,0
OOLU8501290,2218,33018,2,SBA Global,Ocean,40' HQ Container,No,,,5/22/2019,9:00AM,5/22/2019,7:00AM,4,5/22/2019,,,,0,,,,,,,0,,0
OOLU9113670,1454,29361,14,SBA Global,Transload,53' Trailer,Yes,,,5/22/2019,11:00AM,5/22/2019,7:00AM,4,5/22/2019,,,,0,,,,,,,0,,0
BEAU2361231,320,4800,3,SBA Global,Transload,53' Trailer,No,,,5/22/2019,11:00AM,5/22/2019,7:00AM,4,5/22/2019,,,,0,,,,,,,0,,0
OOCU7287296,2040,2964,30,SBA Global,Transload,53' Trailer,Yes,,,5/22/2019,11:00AM,5/22/2019,7:00AM,4,5/22/2019,,,,0,,,,,,,0,,0
OOCU7327059,652,23472,1,SBA Global,Transload,53' Trailer,No,,,5/22/2019,12:30PM,5/22/2019,11:40AM,4,5/22/2019,,,,0,,,,,,,0,,0
OOLU8641374,1889,26424,6,SBA Global,Transload,53' Trailer,No,,,5/23/2019,7:00AM,5/23/2019,7:00AM,3,5/23/2019,,,,0,,,,,,,1,,0
OOLU6947909,658,16908,16,SBA Global,Transload,53' Trailer,Yes,,,5/23/2019,11:00AM,5/23/2019,11:00AM,4,5/23/2019,,,,0,,,,,,,0,,0
OOLU8696042,1937,35176,22,SBA Global,Ocean,40' HQ Container,Yes,,,5/24/2019,9:00AM,5/24/2019,8:00AM,4,5/24/2019,,,,0,,,,,,,0,,0
OOLU9664440,908,33005,6,SBA Global,Transload,53' Trailer,Yes,,,5/24/2019,7:00AM,5/24/2019,7:00AM,4,5/24/2019,,,,0,,,,,,,0,,0
OOLU8300779,2216,32514,8,SBA Global,Ocean,40' HQ Container,No,,,5/28/2019,7:00AM,5/28/2019,7:00AM,3,5/28/2019,,,,0,,,,,,,0,,0
OOLU6860049,703,25308,1,SBA Global,Transload,53' Trailer,No,,,5/29/2019,7:00AM,5/29/2019,7:00AM,3,5/29/2019,,,,0,,,,,,,0,,0
OOCU7246487,1707,27927,18,SBA Global,Ocean,40' HQ Container,No,,,5/30/2019,7:00AM,5/30/2019,7:00AM,4,5/30/2019,,,,0,,,,,,,0,,0
OOCU7656500,2184,34384,11,SBA Global,Ocean,40' HQ Container,No,,,5/30/2019,10:00AM,5/30/2019,11:30AM,4,5/30/2019,,,,0,,,,,,,0,,0
OOLU8669962,2268,31266,9,SBA Global,Ocean,40' HQ Container,No,,,5/30/2019,8:00AM,5/30/2019,7:30AM,4,5/30/2019,,,,0,,,,,,,0,,0
DFSU7259091,1210,33295,7,SBA Global,Transload,53' Trailer,Yes,,,5/31/2019,7:00AM,5/31/2019,7:00AM,3,5/31/2019,,,,0,,,,,,,0,,0
RFCU4047568,1159,33926,36,SBA Global,Transload,53' Trailer,Yes,,,5/31/2019,11:30AM,5/31/2019,11:30AM,3,5/31/2019,,,,0,,,,,,,0,,0
TRHU2737383,545,7995,3,SBA Global,Transload,53' Trailer,No,,,5/31/2019,11:30AM,5/31/2019,11:30AM,3,5/31/2019,,,,0,,,,,,,0,,0
UETU5377719,1171,25154,11,SBA Global,Transload,40' HQ Container,Yes,SBA Global,,6/3/2019,10:30AM,6/3/2019,9:30AM,3,6/3/2019,,,,0,,,,,,,0,,0
OOLU8640090,1911,28660,6,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/3/2019,8:30AM,6/3/2019,8:30AM,3,6/3/2019,,,,0,,,,,,,0,,0
OOCU7683471,1827,30460,27,SBA Global,Ocean,53' Trailer,Yes,SBA Global,,6/3/2019,7:00AM,6/3/2019,7:00AM,3,6/3/2019,,,,0,,,,,,,0,,0
DFSU7290311,1944,30870,8,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/4/2019,7:00AM,6/4/2019,7:00AM,3,6/4/2019,,,,0,,,,,,,0,,0
TCNU7524155,1905,32375,7,SBA Global,Ocean,40' HQ Container,Yes,Overland,,6/4/2019,7:00AM,6/4/2019,7:00AM,3,6/4/2019,,,,0,,,,,,,0,,0
OOLU9147685,2352,35280,5,SBA Global,Ocean,40' HQ Container,No,Overland,,6/5/2019,7:00AM,6/5/2019,7:00AM,3,6/5/2019,,,,0,,,,,,,0,,0
CCLU7097506,1902,31460,18,SBA Global,Ocean,40' HQ Container,No,Overland,,6/5/2019,7:00AM,6/5/2019,7:00AM,3,6/5/2019,,,,0,,,,,,,0,,0
OOLU9993600,1396,24000,12,SBA Global,Transload,53' Trailer,No,SBA Global,,6/5/2019,10:00AM,6/5/2019,10:15AM,6,6/5/2019,,,,0,,,,,,,0,,0
OOCU6564539,631,36951,8,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/5/2019,11:00AM,6/5/2019,11:00AM,3,6/5/2019,,,,0,,,,,,,0,,0
OOCU7414425,2443,37128,9,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/6/2019,4:00PM,6/6/2019,3:00PM,4,6/6/2019,,,,0,,,,,,,0,,0
OOLU9424250,723,26028,2,SBA Global,Transload,53' Trailer,No,SBA Global,,6/6/2019,11:30AM,6/6/2019,12:15PM,3,6/6/2019,,,,0,,,,,,,0,,0
CSNU7243471,1723,34059,16,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/7/2019,7:00AM,6/7/2019,7:00AM,3,6/7/2019,,,,0,,,,,,,0,,0
MRKU6419718,447,16561,3,SBA Global,Ocean,40' HQ Container,Yes,Overland,,6/7/2019,7:00AM,6/7/2019,7:00AM,3,6/7/2019,,,,0,,,,,,,0,,0
MSKU8222484,702,15060,5,SBA Global,Ocean,40' HQ Container,No,Overland,,6/7/2019,11:00AM,6/7/2019,10:55AM,3,6/7/2019,,,,0,,,,,,,0,,0
OOCU7848606,1131,30232,17,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/10/2019,9:00AM,6/10/2019,9:00AM,3,6/10/2019,,,,0,,,,,,,0,,0
CBHU9038159,2106,33816,15,SBA Global,Transload,53' Trailer,No,SBA Global,,6/10/2019,9:00AM,6/10/2019,9:00AM,3,6/10/2019,,,,0,,,,,,,0,,0
TGHU9184950,2326,32576,10,SBA Global,Ocean,40' HQ Container,No,Overland,,6/10/2019,10:00AM,6/10/2019,10:00AM,3,6/10/2019,,,,0,,,,,,,0,,0
TLLU4494211,2234,34485,4,SBA Global,Ocean,40' HQ Container,No,Overland,,6/10/2019,12:00PM,6/10/2019,11:58PM,3,6/10/2019,,,,0,,,,,,,0,,0
TLLU4482360,1805,36928,11,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/10/2019,7:00AM,6/10/2019,7:00AM,3,6/10/2019,,,,0,,,,,,,0,,0
CSLU6299289,2494,34809,9,SBA Global,Ocean,40' HQ Container,No,Overland,,6/11/2019,7:00AM,6/11/2019,6:30AM,3,6/11/2019,,,,0,,,,,,,0,,0
CSLU6225590,2053,30195,7,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/11/2019,8:30AM,6/11/2019,8:30AM,3,6/11/2019,,,,0,,,,,,,0,,0
OOLU9254030,2780,37500,4,SBA Global,Ocean,40' HQ Container,No,Overland,,6/12/2019,8:30AM,6/12/2019,8:30AM,3,6/12/2019,,,,0,,,,,,,0,,0
CSNU6326571,1880,22847,8,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/12/2019,9:00AM,6/12/2019,9:00AM,3,6/12/2019,,,,0,,,,,,,0,,0
TLLU4413375,2186,32790,18,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/12/2019,7:00AM,6/12/2019,7:00AM,3,6/12/2019,,,,0,,,,,,,0,,0
OOLU1670961,567,7813,4,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/13/2019,7:00AM,6/13/2019,6:45AM,2,6/13/2019,,,,0,,,,,,,0,,0
TCNU3971427,1660,32325,6,SBA Global,Transload,53' Trailer,No,SBA Global,,6/13/2019,7:00AM,6/13/2019,6:45AM,2,6/13/2019,,,,0,,,,,,,0,,0
HASU4927245,1362,23895,12,Cargo Partner,Ocean,40' HQ Container,No,Overland,,6/14/2019,7:00AM,6/14/2019,6:45AM,3,6/14/2019,,,,0,,,,,,,0,,0
OOCU6850173,2193,32214,7,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/14/2019,8:00AM,6/14/2019,9:17AM,3,6/14/2019,,,,0,,,,,,,0,,0
TGHU6519074,1420,25869,5,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/14/2019,9:30AM,6/14/2019,9:10AM,3,6/14/2019,,,,0,,,,,,,0,,0
FCIU9631305,2259,33885,1,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/17/2019,8:00AM,6/17/2019,6:30AM,3,6/17/2019,,,,0,,,,,,,0,,0
TRIU8679523,320,4800,3,SBA Global,Transload,53' Trailer,No,SBA Global,,6/17/2019,11:00AM,6/17/2019,11:10AM,1,6/17/2019,,,,0,,,,,,,0,,0
OOLU8184283,1338,19672,26,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/17/2019,7:00AM,6/17/2019,7:00AM,3,6/17/2019,,,,0,,,,,,,0,,0
TGBU5336185,71,8750,3,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/17/2019,11:00AM,6/17/2019,11:10AM,1,6/17/2019,,,,0,,,,,,,0,,0
OOLU9100902,1295,35840,8,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/18/2019,9:00AM,6/18/2019,8:45AM,3,6/18/2019,,,,0,,,,,,,0,,0
YMMU6135253,639,11250,7,SBA Global,Transload,53' Trailer,No,SBA Global,,6/18/2019,8:00AM,6/18/2019,7:45AM,3,6/18/2019,,,,0,,,,,,,0,,0
TLLU4429216,2190,32850,6,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/18/2019,7:00AM,6/18/2019,7:00AM,3,6/18/2019,,,,0,,,,,,,0,,0
TEMU6191039,2071,31130,7,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/19/2019,9:00AM,6/19/2019,6:30AM,3,6/19/2019,,,,0,,,,,,,0,,0
OOLU9172292,1470,29491,16,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/19/2019,7:00AM,6/19/2019,7:00AM,3,6/19/2019,,,,0,,,,,,,0,,0
TCNU3385339,1755,30285,4,SBA Global,Transload,53' Trailer,No,SBA Global,,6/19/2019,1:00PM,6/19/2019,11:45AM,3,6/19/2019,,,,0,,,,,,,0,,0
OOCU7315021,921,20817,29,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/20/2019,3:30PM,6/20/2019,8:00AM,3,6/20/2019,,,,0,,,,,,,0,,0
MRKU5904920,3702,29616,10,SBA Global,Ocean,40' HQ Container,No,SBA Global,,6/24/2019,8:30AM,6/24/2019,8:30AM,3,6/24/2019,,,,0,,,,,,,0,,0
MSKU0302515,2296,34440,4,Cargo Partner,Ocean,40' HQ Container,No,Overland,,6/24/2019,7:00AM,6/24/2019,7:00AM,3,6/24/2019,,,,0,,,,,,,0,,0
CCLU7308810,2037,30870,8,SBA Global,Ocean,40' HQ Container,No,Overland,,6/24/2019,11:00AM,6/24/2019,11:00AM,3,6/24/2019,,,,0,,,,,,,0,,0
CBHU9441950,2523,38097,11,SBA Global,Ocean,40' HQ Container,No,Overland,,6/25/2019,7:00AM,6/25/2019,7:00AM,3,6/25/2019,,,,0,,,,,,,0,,0
OOCU6557885,2082,35998,9,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/25/2019,8:30AM,6/25/2019,7:00AM,4,6/25/2019,,,,0,,,,,,,0,,0
TCNU6578054,1945,28150,5,SBA Global,Transload,53' Trailer,No,SBA Global,,6/25/2019,9:00AM,6/25/2019,7:00AM,4,6/25/2019,,,,0,,,,,,,0,,0
OOCU6906143,937,17544,5,SBA Global,Transload,53' Trailer,No,SBA Global,,6/26/2019,1:00PM,6/26/2019,12:40PM,3,6/26/2019,,,,0,,,,,,,0,,0
OOCU6809204,2095,31425,6,SBA Global,Ocean,40' HQ Container,No,Overland,,6/26/2019,11:00AM,6/26/2019,10:10AM,3,6/26/2019,,,,0,,,,,,,0,,0
SEGU6532503,1340,25722,9,SBA Global,Transload,53' Trailer,No,SBA Global,,6/27/2019,8:30AM,6/27/2019,7:00AM,3,6/27/2019,,,,0,,,,,,,0,,0
OOCU6842394,2259,33885,1,SBA Global,Ocean,40' HQ Container,No,Overland,,6/27/2019,7:00AM,6/27/2019,7:00AM,3,6/27/2019,,,,0,,,,,,,0,,0
OOLU8827543,944,37935,18,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/27/2019,8:30AM,6/27/2019,8:30AM,3,6/27/2019,,,,0,,,,,,,0,,0
TCNU6114773,1041,29682,8,SBA Global,Transload,53' Trailer,No,SBA Global,,6/27/2019,9:00AM,6/27/2019,9:20AM,6,6/27/2019,,,,0,,,,,,,0,,0
CXDU2207662,344,5160,1,SBA Global,Transload,53' Trailer,No,SBA Global,,6/27/2019,8:30AM,6/27/2019,7:00AM,3,6/27/2019,,,,0,,,,,,,0,,0
RFCU4085233,325,4875,4,SBA Global,Transload,53' Trailer,No,SBA Global,,6/27/2019,8:30AM,6/27/2019,7:00AM,3,6/27/2019,,,,0,,,,,,,0,,0
OOLU8827543,2221,33225,6,SBA Global,Ocean,40' HQ Container,No,Overland,,6/28/2019,7:00AM,6/28/2019,7:00AM,3,6/28/2019,,,,0,,,,,,,0,,0
SEGU6172897,2761,18439,7,SBA Global,Transload,53' Trailer,No,SBA Global,,6/28/2019,1:00PM,6/28/2019,1:55PM,4,6/28/2019,,,,0,,,,,,,0,,0
OOLU9947179,384,11520,1,SBA Global,Ocean,40' HQ Container,No,Overland,,6/28/2019,8:30AM,6/28/2019,7:00AM,3,6/28/2019,,,,0,,,,,,,0,,0
OOCU6976990,1013,32708,4,SBA Global,Transload,53' Trailer,Yes,SBA Global,,6/28/2019,10:00AM,6/28/2019,10:00AM,4,6/28/2019,,,,0,,,,,,,0,,0
OOLU8502316,1740,28914,13,SBA Global,Ocean,40' HQ Container,No,Overland,,7/2/2019,11:00AM,7/2/2019,11:30AM,3,7/2/2019,,,,0,,,,,,,0,,0
CBHU9160681,1832,33981,9,SBA Global,Ocean,40' HQ Container,No,Overland,,7/2/2019,7:00AM,7/2/2019,7:00AM,3,7/2/2019,,,,0,,,,,,,0,,0
OOLU9059239,598,47840,1,SBA Global,Ocean,45' HQ Container,Yes,SBA Global,,7/2/2019,7:00AM,7/2/2019,7:00AM,3,7/2/2019,,,,0,,,,,,,0,,0
CSNU7472586,1413,30561,5,SBA Global,Transload,53' Trailer,No,SBA Global,,7/2/2019,10:00AM,7/2/2019,10:00AM,3,7/2/2019,,,,0,,,,,,,0,,0
TEMU8326513,2259,33885,1,SBA Global,Ocean,40' HQ Container,No,Overland,,7/3/2019,7:00AM,7/3/2019,7:00AM,3,7/3/2019,,,,0,,,,,,,0,,0
OOLU9842028,605,20131,11,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/3/2019,1:00PM,7/3/2019,1:00PM,3,7/3/2019,,,,0,,,,,,,0,,0
OOLU9797037,1054,26483,25,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/3/2019,9:00AM,7/3/2019,9:00AM,3,7/3/2019,,,,0,,,,,,,0,,0
OOCU6442280,2308,34620,4,SBA Global,Ocean,40' HQ Container,No,Overland,,7/3/2019,11:00AM,7/3/2019,11:00AM,3,7/3/2019,,,,0,,,,,,,0,,0
YMLU9521256,4207,33056,17,SBA Global,Ocean,45' HQ Container,No,SBA Global,,7/5/2019,8:30AM,7/5/2019,8:30AM,3,7/5/2019,,,,0,,,,,,,0,,0
OOLU9749954,1049,23430,6,SBA Global,Ocean,40' HQ Container,No,SBA Global,,7/5/2019,7:00AM,7/5/2019,7:00AM,3,7/5/2019,,,,0,,,,,,,0,,0
YMMU1026882,1166,20340,6,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/5/2019,11:00AM,7/5/2019,11:00AM,3,7/5/2019,,,,0,,,,,,,0,,0
OOCU7038159,2304,34560,4,SBA Global,Ocean,40' HQ Container,No,SBA Global,,7/8/2019,7:00AM,7/8/2019,7:00AM,3,7/8/2019,,,,0,,,,,,,0,,0
TCNU5391393,2286,33915,4,SBA Global,Ocean,40' HQ Container,No,SBA Global,,7/9/2019,8:00AM,7/9/2019,6:30AM,3,7/9/2019,,,,0,,,,,,,0,,0
OOCU7507657,1506,36931,10,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/9/2019,9:00AM,7/9/2019,9:20AM,3,7/9/2019,,,,0,,,,,,,0,,0
OOCU7087169,2112,24954,13,SBA Global,Ocean,40' HQ Container,No,Overland,,7/10/2019,8:00AM,7/10/2019,8:50AM,3,7/10/2019,,,,0,,,,,,,0,,0
FCIU8472507,903,27552,4,Mainfreight,Ocean,40' HQ Container,No,Overland,,7/10/2019,7:00AM,7/10/2019,7:00AM,3,7/10/2019,,,,0,,,,,,,0,,0
HJMU1920475,2236,30729,7,Mainfreight,Ocean,40' HQ Container,No,Overland,,7/10/2019,2:00PM,7/10/2019,12:40PM,3,7/10/2019,,,,0,,,,,,,0,,0
OOLU9641996,459,36740,22,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/10/2019,7:00AM,7/10/2019,7:00AM,4,7/10/2019,,,,0,,,,,,,0,,0
APHU6325340,1018,19200,4,Mainfreight,Ocean,40' HQ Container,No,Overland,,7/11/2019,8:00AM,7/11/2019,8:00AM,3,7/11/2019,,,,0,,,,,,,0,,0
OOLU8652229,2026,26319,14,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/11/2019,7:00AM,7/11/2019,7:00AM,3,7/11/2019,,,,0,,,,,,,0,,0
OOLU8247904,1484,23154,17,SBA Global,Ocean,40' HQ Container,No,Overland,,7/12/2019,8:00AM,7/12/2019,8:00AM,3,7/12/2019,,,,0,,,,,,,0,,0
OOLU6924333,2259,33885,1,SBA Global,Ocean,40' HQ Container,No,Overland,,7/12/2019,10:00AM,7/12/2019,9:45AM,3,7/12/2019,,,,0,,,,,,,0,,0
OOLU9720164,1192,27918,3,SBA Global,Ocean,40' HQ Container,No,SBA Global,,7/15/2019,8:00AM,7/15/2019,7:00AM,3,7/15/2019,,,,0,,,,,,,0,,0
OOCU7420562,2069,31364,13,SBA Global,Ocean,40' HQ Container,No,Overland,,7/16/2019,7:00AM,7/16/2019,7:00AM,3,7/16/2019,,,,0,,,,,,,0,,0
OOLU9877451,769,21930,4,SBA Global,Transload,53' Trailer,No,SBA Global,,7/17/2019,7:00AM,7/17/2019,7:00AM,3,7/17/2019,,,,0,,,,,,,0,,0
OOLU8494709,848,26052,5,SBA Global,Ocean,40' HQ Container,No,Overland,,7/17/2019,7:00AM,7/17/2019,7:00AM,3,7/17/2019,,,,0,,,,,,,0,,0
OOCU7588920,931,43114,14,SBA Global,Transload,53' Trailer,Yes,SBA Global,,7/18/2019,7:00AM,7/18/2019,7:00AM,3,7/18/2019,,,,0,,,,,,,0,,0
SEGU1373688,1062,15930,9,SBA Global,Transload,53' Trailer,No,SBA Global,,7/22/2019,11:00AM,7/22/2019,10:45AM,4,7/22/2019,,,,0,,,,,,,0,,1
